{'loss': 4.7095, 'grad_norm': 5.5370917320251465, 'learning_rate': 0.0, 'epoch': 0.02}
{'loss': 0.0302, 'grad_norm': 0.5039929747581482, 'learning_rate': 1.494949494949495e-05, 'epoch': 9.28}
{'loss': 0.0005, 'grad_norm': 0.019077278673648834, 'learning_rate': 1.4545454545454545e-05, 'epoch': 9.3}
{'loss': 0.0093, 'grad_norm': 0.2105865329504013, 'learning_rate': 1.4141414141414141e-05, 'epoch': 9.32}
{'loss': 0.0107, 'grad_norm': 0.20498588681221008, 'learning_rate': 1.3737373737373737e-05, 'epoch': 9.34}
{'loss': 0.0007, 'grad_norm': 0.029816213995218277, 'learning_rate': 1.3333333333333333e-05, 'epoch': 9.36}
{'loss': 0.0092, 'grad_norm': 0.21856443583965302, 'learning_rate': 1.292929292929293e-05, 'epoch': 9.38}
{'loss': 0.005, 'grad_norm': 0.15074001252651215, 'learning_rate': 1.2525252525252526e-05, 'epoch': 9.4}
{'loss': 0.0217, 'grad_norm': 0.3150623142719269, 'learning_rate': 1.2121212121212122e-05, 'epoch': 9.42}
{'loss': 0.0024, 'grad_norm': 0.10007284581661224, 'learning_rate': 1.1717171717171718e-05, 'epoch': 9.44}
{'loss': 0.0002, 'grad_norm': 0.005884108599275351, 'learning_rate': 1.1313131313131314e-05, 'epoch': 9.46}
{'loss': 0.0055, 'grad_norm': 0.20297439396381378, 'learning_rate': 1.0909090909090909e-05, 'epoch': 9.48}
{'loss': 0.0008, 'grad_norm': 0.05083906278014183, 'learning_rate': 1.0505050505050505e-05, 'epoch': 9.5}
{'loss': 0.0084, 'grad_norm': 0.21927788853645325, 'learning_rate': 1.0101010101010101e-05, 'epoch': 9.52}
{'loss': 0.001, 'grad_norm': 0.04948478564620018, 'learning_rate': 9.696969696969698e-06, 'epoch': 9.54}
{'loss': 0.0041, 'grad_norm': 0.18147924542427063, 'learning_rate': 9.292929292929294e-06, 'epoch': 9.56}
{'loss': 0.0007, 'grad_norm': 0.033613886684179306, 'learning_rate': 8.88888888888889e-06, 'epoch': 9.58}
{'loss': 0.0006, 'grad_norm': 0.029273156076669693, 'learning_rate': 8.484848484848486e-06, 'epoch': 9.6}
{'loss': 0.0105, 'grad_norm': 0.2581557035446167, 'learning_rate': 8.080808080808082e-06, 'epoch': 9.62}
{'loss': 0.0059, 'grad_norm': 0.20238642394542694, 'learning_rate': 7.676767676767677e-06, 'epoch': 9.64}
{'loss': 0.0166, 'grad_norm': 0.33271148800849915, 'learning_rate': 7.272727272727272e-06, 'epoch': 9.66}
{'loss': 0.0153, 'grad_norm': 0.11452840268611908, 'learning_rate': 6.8686868686868685e-06, 'epoch': 9.68}
{'loss': 0.0005, 'grad_norm': 0.022994382306933403, 'learning_rate': 6.464646464646465e-06, 'epoch': 9.7}
{'loss': 0.0004, 'grad_norm': 0.014324963092803955, 'learning_rate': 6.060606060606061e-06, 'epoch': 9.72}
{'loss': 0.0007, 'grad_norm': 0.02291059121489525, 'learning_rate': 5.656565656565657e-06, 'epoch': 9.74}
{'loss': 0.0006, 'grad_norm': 0.03051990456879139, 'learning_rate': 5.2525252525252526e-06, 'epoch': 9.76}
{'loss': 0.0141, 'grad_norm': 0.28831735253334045, 'learning_rate': 4.848484848484849e-06, 'epoch': 9.78}
{'loss': 0.0009, 'grad_norm': 0.031522493809461594, 'learning_rate': 4.444444444444445e-06, 'epoch': 9.8}
{'loss': 0.001, 'grad_norm': 0.05936361476778984, 'learning_rate': 4.040404040404041e-06, 'epoch': 9.82}
{'loss': 0.0004, 'grad_norm': 0.017307672649621964, 'learning_rate': 3.636363636363636e-06, 'epoch': 9.84}
{'loss': 0.0061, 'grad_norm': 0.1371019035577774, 'learning_rate': 3.2323232323232324e-06, 'epoch': 9.86}
{'loss': 0.0243, 'grad_norm': 0.3918101489543915, 'learning_rate': 2.8282828282828286e-06, 'epoch': 9.88}
{'loss': 0.0188, 'grad_norm': 0.34006720781326294, 'learning_rate': 2.4242424242424244e-06, 'epoch': 9.9}
{'loss': 0.0047, 'grad_norm': 0.12822583317756653, 'learning_rate': 2.0202020202020206e-06, 'epoch': 9.92}
{'loss': 0.0005, 'grad_norm': 0.015840798616409302, 'learning_rate': 1.6161616161616162e-06, 'epoch': 9.94}
{'loss': 0.0005, 'grad_norm': 0.020498372614383698, 'learning_rate': 1.2121212121212122e-06, 'epoch': 9.96}
{'loss': 0.0084, 'grad_norm': 0.2533934414386749, 'learning_rate': 8.080808080808081e-07, 'epoch': 9.98}
{'loss': 0.0123, 'grad_norm': 0.2647315561771393, 'learning_rate': 4.0404040404040405e-07, 'epoch': 10.0}
